instrument,instrument_gnd_id,instrumentation_has_orchestra,instrumentation_has_choir,instrumentation_instrumental_soloists,instrumentation_vocal_soloists,work_generic_title,work_gnd_id,work_title_instrument,work_title_number,work_tonality,composer_name,composer_date_of_birth,composer_date_of_death,composer_place_of_birth,composer_place_of_death,composer_place_of_activity,composer_geographic_area_code,published_subitem_publisher_number,published_subitem_part,published_subitem_voice,published_subitem_is_piano_reduction,published_subitem_piano_reduction_type,print_uid,print_quantity,print_date,print_type,print_inferred,print_certain
Orchester,4172708-3,1,0,Querflöte,,Polonaisen,1217666729,Orchester,,D-Dur,"Jürgens, Wilhelm",NA,1814-02-01,Riga,Leipzig,Leipzig,XA-DE,00062,NN,N,0,,144,25,1810-12-21,print,0,1
Orchester,4172708-3,1,0,Querflöte,,Polonaisen,1217666729,Orchester,,D-Dur,"Jürgens, Wilhelm",NA,1814-02-01,Riga,Leipzig,Leipzig,XA-DE,00062,NN,N,0,,145,100,1808-12-10,print,0,1
Orchester,4172708-3,1,0,,,Leonora ossia L'amor conjugale,1212635132,,,C-Dur,"Paër, Ferdinando",1771-07-01,1839-05-03,Parma,Paris,,"XA-DE, XA-IT, XA-FR",00039,NN,N,0,,74,150,1808-08-06,print,0,1
Orchester,4172708-3,1,0,,,Leonora ossia L'amor conjugale,1212635132,,,C-Dur,"Paër, Ferdinando",1771-07-01,1839-05-03,Parma,Paris,,"XA-DE, XA-IT, XA-FR",00682,NN,KA,0,,60255,300,1819-12-22,print,0,1
Orchester,4172708-3,1,0,,,Das Waisenhaus,1217738134,,,,"Weigl, Joseph",1766-03-29,1846-02-03,Eisenstadt,Wien,,XA-AT,00084,NN,N,1,,215,200,1819-12-22,print,0,1
Orchester,4172708-3,1,0,,,Das Waisenhaus,1217738134,,,,"Weigl, Joseph",1766-03-29,1846-02-03,Eisenstadt,Wien,,XA-AT,00084,NN,N,1,,217,100,1809-04-08,print,0,1
Orchester,4172708-3,1,0,,,Das Waisenhaus,1217738134,,,,"Weigl, Joseph",1766-03-29,1846-02-03,Eisenstadt,Wien,,XA-AT,00084,NN,N,1,,218,50,1809-07-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00022,NN,N,0,,958,100,1858-11-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00022,NN,N,0,,959,25,1868-05-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00022,NN,N,0,,960,50,1871-11-27,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26488,600,1875-02-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26489,200,1880-07-07,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26490,100,1882-12-02,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26491,200,1884-02-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26492,200,1887-04-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26494,100,1891-11-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26496,100,1892-04-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26497,100,1894-01-27,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26498,200,1894-11-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26499,100,1895-12-18,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26500,100,1906-06-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26501,100,1910-01-03,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,NN,N,1,,26502,200,1911-01-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27331,150,1876-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27333,100,1877-11-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27334,200,1885-02-02,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27346,100,1892-09-17,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27352,200,1894-04-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27355,200,1894-04-04,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27356,200,1894-06-08,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27359,200,1895-10-05,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27360,100,1899-01-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStS,0,,27361,100,1909-10-22,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00818,Inc,N,1,,26495,500,1891-03-18,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStA,0,,27327,100,1876-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStA,0,,27338,50,1890-11-19,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStA,0,,27349,100,1892-09-05,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStA,0,,27357,100,1895-10-14,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStT,0,,27332,150,1876-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStT,0,,27335,100,1885-02-02,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStT,0,,27342,100,1890-12-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStT,0,,27348,100,1892-09-05,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStT,0,,27350,100,1893-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStT,0,,27353,300,1894-04-05,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStB,0,,27330,150,1876-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStB,0,,27336,100,1877-12-08,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStB,0,,27341,100,1890-11-19,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStB,0,,27345,100,1892-01-22,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStB,0,,27351,100,1893-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStB,0,,27354,300,1894-04-05,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro1EStB,0,,27358,100,1895-10-14,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStT,0,,27329,100,1876-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStT,0,,27343,50,1890-12-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStB,0,,27328,100,1876-02-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStB,0,,27344,50,1890-12-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Roméo et Juliette,300019386,,,,"Berlioz, Hector",1803-12-11,1869-03-08,La Côte-Saint-André,Paris,Rom,XA-FR,00875,NN,Coro2EStB,0,,27347,100,1892-09-17,print,0,1
Orchester,4172708-3,1,1,,,Der 96. Psalm,120576870X,,,,"Klitzsch, Karl Emmanuel",1812-10-30,1889-03-05,Schönheide,Zwickau,Zwickau,XA-DE,00020,NN,EStK,0,notSpecified,956,150,1857-09-25,print,0,1
Orchester,4172708-3,1,1,,,Der 96. Psalm,120576870X,,,,"Klitzsch, Karl Emmanuel",1812-10-30,1889-03-05,Schönheide,Zwickau,Zwickau,XA-DE,00021,NN,N,0,,957,150,1857-09-25,print,0,1
Orchester,4172708-3,1,1,,,Der 96. Psalm,120576870X,,,,"Klitzsch, Karl Emmanuel",1812-10-30,1889-03-05,Schönheide,Zwickau,Zwickau,XA-DE,00021,NN,StInc,0,,43755,260,1894-09-30,print,1,0
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00014,NN,P,0,,943,100,1857-03-04,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00014,NN,P,0,,944,25,1857-08-12,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00014,NN,P,0,,945,50,1870-04-21,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00014,NN,P,0,,946,15,1885-05-06,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,StC,0,,11071,100,1857-03-04,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,StC,0,,23600,20,1881-12-10,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11814,100,1857-03-04,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11818,50,1857-03-12,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11819,50,1858-01-13,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11820,50,1860-09-19,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11821,50,1863-05-29,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11822,100,1865-09-15,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11828,100,1872-11-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11829,100,1875-12-15,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11830,50,1868-10-12,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11831,50,1870-05-17,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00016,NN,N,1,fourHands,11832,50,1886-03-22,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00017,NN,N,1,twoHands,11833,150,1857-03-04,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00017,NN,N,1,twoHands,11834,50,1863-05-29,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00017,NN,N,1,twoHands,11835,100,1866-06-28,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00017,NN,N,1,twoHands,11836,50,1873-12-15,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00017,NN,N,1,twoHands,11837,50,1879-04-19,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStQu,0,,11072,50,1857-03-04,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStQu,0,,23599,75,1874-03-16,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStVl1,0,,11073,50,1866-07-26,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStVl1,0,,23597,25,1868-07-16,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStVl1,0,,23601,50,1883-11-17,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStVl2,0,,23593,50,1866-07-26,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStVl2,0,,23598,25,1868-07-16,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStVa,0,,23594,25,1868-07-16,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStKb,0,,23595,25,1868-07-16,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00015,NN,EStVc,0,,23596,25,1868-07-16,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,01099,NN,N,1,eightHands,31426,100,1880-07-07,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00761,NN,N,1,twoHands,75220,600,1876-04-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00761,NN,N,1,twoHands,75221,25,1881-12-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00761,NN,N,1,twoHands,75222,175,1882-01-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00761,NN,N,1,twoHands,75223,400,1883-03-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00762,NN,N,1,fourHands,75224,600,1876-06-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00762,NN,N,1,fourHands,75225,100,1879-12-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00762,NN,N,1,fourHands,75226,400,1880-06-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00762,NN,N,1,fourHands,75227,600,1882-03-01,print,0,1
Orchester,4172708-3,1,0,,,Ouvertüre zu Goethes Hermann und Dorothea,300286333,,,b-Moll,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00762,NN,N,1,fourHands,75228,200,1885-07-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00034,NN,P,0,,997,100,1857-11-17,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00035,NN,EStK,0,notSpecified,998,120,1857-11-17,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00035,NN,EStK,0,notSpecified,999,50,1860-08-24,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00035,NN,EStK,0,notSpecified,1000,50,1864-11-28,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00035,NN,EStK,0,notSpecified,1001,50,1868-10-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00035,NN,EStK,0,notSpecified,1002,50,1872-02-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00035,NN,EStK,0,notSpecified,1003,50,1875-04-05,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Vom Pagen und der Königstochter,300146868,,,,"Schumann, Robert",1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,00036,NN,StCOr,0,,23627,100,1857-11-17,print,0,1
