instrument,instrument_gnd_id,instrumentation_has_orchestra,instrumentation_has_choir,instrumentation_instrumental_soloists,instrumentation_vocal_soloists,work_generic_title,work_gnd_id,work_title_instrument,work_title_number,work_tonality,composer_name,composer_date_of_birth,composer_date_of_death,composer_place_of_birth,composer_place_of_death,composer_place_of_activity,composer_geographic_area_code,published_subitem_publisher_number,published_subitem_part,published_subitem_voice,published_subitem_is_piano_reduction,published_subitem_piano_reduction_type,print_uid,print_quantity,print_date,print_type,print_inferred,print_certain
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7600,100,1897-03-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7605,100,1902-02-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7609,200,1905-01-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7614,100,1919-07-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7616,200,1923-05-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7620,200,1924-02-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7625,300,1928-12-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStT,0,,7629,200,1936-09-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStB,0,,7597,250,1890-09-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStB,0,,7603,100,1900-10-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStB,0,,7606,200,1904-11-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStB,0,,7611,300,1906-07-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStB,0,,7618,200,1924-02-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStB,0,,7622,500,1925-03-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,EStB,0,,7628,200,1935-06-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00064,NN,StCCh,0,,7594,250,1887-06-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19141,300,1867-04-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19142,200,1870-05-25,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19143,100,1876-10-09,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19144,200,1876-12-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19145,200,1885-10-08,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19146,200,1890-10-17,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19147,100,1895-04-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19148,100,1901-01-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19149,200,1906-06-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19150,200,1909-06-16,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00497,NN,N,1,,19151,400,1910-05-18,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19153,100,1868-03-19,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19154,250,1868-03-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19163,100,1876-03-16,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19164,150,1878-06-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19171,100,1879-12-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19175,200,1882-11-10,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19181,100,1890-09-18,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19182,100,1893-03-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19189,100,1902-05-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19193,100,1909-03-08,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStB,0,,19199,200,1912-11-26,print,1,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19157,300,1868-03-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19158,281,1871-12-21,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19160,200,1876-03-09,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19166,150,1878-06-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19169,150,1879-09-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19173,200,1881-09-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19176,200,1882-11-10,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19179,200,1887-03-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19183,100,1895-04-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19186,200,1902-04-23,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19188,100,1902-05-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19192,100,1909-03-08,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19195,100,1909-06-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStS,0,,19197,100,1912-11-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19155,200,1868-03-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19159,285,1871-12-21,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19161,75,1876-03-16,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19165,150,1878-06-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19168,100,1879-09-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19172,200,1881-09-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19174,100,1882-11-10,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19178,200,1887-03-12,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19184,100,1895-04-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19187,100,1902-04-23,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19190,100,1902-05-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19194,100,1909-03-08,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19196,100,1909-06-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStA,0,,19198,100,1912-11-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19156,200,1868-03-30,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19162,75,1876-03-16,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19167,100,1878-06-06,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19170,75,1879-12-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19177,200,1882-11-10,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19180,100,1890-09-18,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19185,100,1895-04-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19191,100,1902-05-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Israel in Egypt,300064756,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00498,NN,EStT,0,,19200,200,1912-11-26,print,1,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20858,200,1868-04-27,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20859,1000,1869-05-11,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20860,500,1875-05-14,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20861,500,1881-01-29,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20862,500,1883-02-19,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20863,1000,1886-11-02,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20864,500,1896-12-19,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20865,200,1900-11-19,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20866,200,1903-01-07,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20867,200,1904-11-19,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20868,300,1907-04-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20869,500,1910-02-10,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00548,NN,N,0,,20870,1000,1911-11-10,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00549,NN,StC,0,,20871,200,1868-02-26,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7497,600,1878-07-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7498,600,1880-03-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7499,600,1881-06-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7500,600,1883-06-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7501,400,1885-01-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7502,400,1885-05-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7503,500,1886-06-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7504,500,1887-11-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7505,500,1889-11-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7506,500,1891-09-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7507,250,1893-06-01,print,0,1
Orchester,4172708-3,1,1,,Vokalsolisten,Samson,300065655,,,,"Händel, Georg Friedrich",1685-02-23,1759-04-14,Halle (Saale),London,"Hamburg, London","XA-DE, XA-IT, XA-GB",00063,NN,EStK,1,twoHands,7508,600,1894-05-01,print,0,1
